our_color,our_rating,opp_rating,rating_diff,time_class,eco,opening_family,move_count,outcome
white,493,405,88,blitz,C42,Petrovs,226,1.0
black,498,369,129,blitz,C20,Kings,87,1.0
white,506,463,43,blitz,C20,Kings,24,1.0
white,512,430,82,blitz,B01,Scandinavian,119,1.0
black,513,537,-24,blitz,C40,Kings,231,0.0
black,510,766,-256,blitz,B07,Pirc,98,0.0
white,512,166,346,blitz,C44,Kings,127,1.0
black,502,442,60,blitz,C23,Bishops,121,0.0
black,507,342,165,blitz,B01,Scandinavian,99,1.0
white,517,586,-69,blitz,C46,Three,41,1.0
white,524,462,62,blitz,B01,Scandinavian,103,1.0
black,531,489,42,blitz,B01,Scandinavian,43,1.0
white,537,426,111,blitz,C20,Kings,197,1.0
white,530,584,-54,blitz,B01,Scandinavian,251,0.0
black,529,481,48,blitz,D02,Queens,223,0.5
black,518,394,124,blitz,D00,Queens,166,0.0
black,383,471,-88,bullet,B01,Scandinavian,126,0.0
white,362,428,-66,bullet,C42,Petrovs,83,0.0
black,381,303,78,bullet,B01,Scandinavian,101,1.0
white,409,491,-82,bullet,C40,Kings,95,1.0
white,391,446,-55,bullet,C44,Kings,77,0.0
black,412,437,-25,bullet,B01,Scandinavian,138,1.0
white,435,502,-67,bullet,A04,Reti,116,1.0
black,449,365,84,bullet,A00,Van,144,1.0
white,507,383,124,blitz,C20,Kings,150,0.0
black,501,592,-91,blitz,B01,Scandinavian,87,0.0
white,509,491,18,blitz,C50,Italian,189,1.0
white,502,552,-50,blitz,C40,Kings,104,0.0
black,495,535,-40,blitz,B01,Scandinavian,138,0.0
white,487,485,2,blitz,C40,Kings,234,0.0
black,438,567,-129,bullet,B01,Scandinavian,96,0.0
white,449,318,131,bullet,B20,Sicilian,101,1.0
black,477,419,58,blitz,B01,Scandinavian,83,0.0
black,466,490,-24,bullet,B01,Scandinavian,119,1.0
white,451,451,0,bullet,B07,Pirc,94,0.0
black,439,507,-68,bullet,B01,Scandinavian,88,0.0
white,425,433,-8,bullet,C50,Giuoco,116,0.0
black,434,313,121,bullet,D00,Queens,89,1.0
black,443,319,124,bullet,B01,Scandinavian,97,1.0
black,428,361,67,bullet,B01,Scandinavian,79,0.0
white,414,353,61,bullet,C50,Giuoco,47,0.0
white,427,469,-42,bullet,B01,Scandinavian,89,1.0
white,436,350,86,bullet,A04,Reti,105,1.0
black,426,461,-35,bullet,B01,Scandinavian,125,0.0
white,438,484,-46,bullet,B01,Scandinavian,93,1.0
black,431,567,-136,bullet,B01,Scandinavian,35,0.0
white,420,416,4,bullet,B01,Scandinavian,11,0.0
white,425,190,235,bullet,C62,Ruy,96,1.0
black,426,456,-30,bullet,C02,French,66,0.5
white,435,397,38,bullet,C50,Giuoco,70,1.0
black,428,523,-95,bullet,A00,Kings,82,0.0
black,435,343,92,bullet,B01,Scandinavian,68,1.0
white,472,609,-137,blitz,A04,Reti,107,0.0
black,479,402,77,blitz,A00,Mieses,191,1.0
white,422,265,157,bullet,C50,Italian,128,0.0
white,430,392,38,bullet,C42,Petrovs,82,1.0
black,440,475,-35,bullet,B01,Scandinavian,160,1.0
white,445,285,160,bullet,C40,Kings,94,1.0
black,486,421,65,blitz,B01,Scandinavian,114,1.0
white,456,574,-118,bullet,C20,Kings,92,1.0
white,449,486,-37,bullet,D04,Colle,112,0.0
black,443,568,-125,bullet,A06,Reti,140,0.0
black,441,374,67,bullet,B01,Scandinavian,66,0.5
black,449,434,15,bullet,B01,Scandinavian,83,1.0
white,946,654,292,daily,C47,Four,94,1.0
white,457,423,34,bullet,B00,Nimzowitsch,39,1.0
black,465,432,33,bullet,B01,Scandinavian,104,1.0
white,456,408,48,bullet,B07,Pirc,63,0.0
black,450,555,-105,bullet,A03,Birds,49,0.0
white,441,435,6,bullet,C00,French,116,0.0
white,432,422,10,bullet,B10,Caro,95,0.0
black,641,594,47,rapid,A00,Undefined,174,1.0
white,425,484,-59,bullet,B01,Scandinavian,100,0.0
black,431,327,104,bullet,D00,Queens,85,1.0
white,474,324,150,blitz,B20,Sicilian,74,0.0
black,421,354,67,bullet,B01,Scandinavian,119,0.0
white,429,396,33,bullet,C20,Kings,70,1.0
black,433,234,199,bullet,B01,Scandinavian,110,1.0
black,423,352,71,bullet,A00,Kings,123,0.0
white,431,411,20,bullet,C40,Kings,55,1.0
white,420,297,123,bullet,C55,Italian,123,0.0
black,412,433,-21,bullet,D00,Queens,120,0.0
white,419,368,51,bullet,B01,Scandinavian,101,1.0
black,411,422,-11,bullet,B01,Scandinavian,168,0.0
black,405,533,-128,bullet,B01,Scandinavian,164,0.0
white,394,298,96,bullet,A04,Reti,113,0.0
white,385,355,30,bullet,C20,Kings,113,0.0
black,392,355,37,bullet,B01,Scandinavian,127,1.0
white,383,371,12,bullet,C42,Petrovs,149,0.0
black,375,379,-4,bullet,D00,Queens,162,0.0
black,381,282,99,bullet,B01,Scandinavian,64,1.0
white,484,569,-85,blitz,C42,Petrovs,108,1.0
black,476,515,-39,blitz,C02,French,112,0.0
white,470,582,-112,blitz,B00,Kings,102,0.0
white,466,671,-205,blitz,A04,Reti,117,0.0
black,390,431,-41,bullet,D02,Queens,114,1.0
black,398,395,3,bullet,D02,Queens,61,1.0
white,391,444,-53,bullet,C40,Kings,94,0.0
black,383,406,-23,bullet,B01,Scandinavian,136,0.0
white,390,347,43,bullet,C50,Italian,105,1.0
black,384,482,-98,bullet,B01,Scandinavian,135,0.0
black,377,471,-94,bullet,B01,Scandinavian,127,0.0
white,369,378,-9,bullet,A04,Reti,158,0.0
white,362,406,-44,bullet,C20,Kings,107,0.0
white,366,174,192,bullet,C50,Italian,103,1.0
black,357,329,28,bullet,B01,Scandinavian,158,0.0
black,349,349,0,bullet,B01,Scandinavian,77,0.0
black,475,496,-21,blitz,D02,Queens,171,1.0
white,486,598,-112,blitz,B10,Caro,57,1.0
white,495,510,-15,blitz,C46,Three,135,1.0
white,500,348,152,blitz,B01,Scandinavian,222,1.0
black,496,688,-192,blitz,D02,Queens,171,0.0
white,502,393,109,blitz,C20,Kings,171,1.0
black,354,208,146,bullet,B01,Scandinavian,109,1.0
black,363,393,-30,bullet,B01,Scandinavian,128,1.0
white,511,544,-33,blitz,B01,Scandinavian,107,1.0
black,359,565,-206,bullet,B01,Scandinavian,148,0.0
white,370,465,-95,bullet,B01,Scandinavian,116,1.0
white,516,357,159,blitz,C20,Kings,63,1.0
black,364,474,-110,bullet,A00,Kings,71,0.0
white,357,413,-56,bullet,B01,Scandinavian,20,0.0
black,350,404,-54,bullet,B01,Scandinavian,143,0.0
white,358,351,7,bullet,C20,Kings,129,1.0
black,363,207,156,bullet,B01,Scandinavian,56,1.0
black,368,212,156,bullet,B01,Scandinavian,107,1.0
white,377,400,-23,bullet,B07,Pirc,90,1.0
white,389,559,-170,bullet,B01,Scandinavian,119,1.0
black,396,323,73,bullet,D00,Queens,103,1.0
white,390,483,-93,bullet,B10,Caro,120,0.0
black,397,318,79,bullet,B01,Scandinavian,125,1.0
black,526,590,-64,blitz,B01,Scandinavian,151,1.0
black,530,329,201,blitz,A00,Undefined,113,1.0
white,396,363,33,bullet,C20,Kings,108,0.5
black,403,346,57,bullet,B01,Scandinavian,71,1.0
white,411,398,13,bullet,C20,Kings,110,1.0
white,401,341,60,bullet,C20,Kings,88,0.0
white,409,405,4,bullet,C20,Kings,143,1.0
black,537,482,55,blitz,B01,Scandinavian,127,1.0
black,544,489,55,blitz,D00,Queens,59,1.0
white,551,511,40,blitz,C02,French,108,1.0
white,556,429,127,blitz,B00,Nimzowitsch,56,1.0
white,546,471,75,blitz,B06,Modern,133,0.0
black,537,520,17,blitz,A00,Van,225,0.0
black,543,428,115,blitz,B01,Scandinavian,72,1.0
black,548,385,163,blitz,A00,Undefined,124,1.0
white,402,464,-62,bullet,C20,Kings,121,0.0
white,542,657,-115,blitz,C20,Kings,213,0.0
black,549,498,51,blitz,B01,Scandinavian,22,1.0
black,414,574,-160,bullet,B01,Scandinavian,192,1.0
white,423,435,-12,bullet,C20,Kings,112,1.0
black,431,412,19,bullet,B01,Scandinavian,47,1.0
white,421,344,77,bullet,C20,Kings,110,0.0
white,429,235,194,bullet,B06,Modern,166,1.0
black,435,354,81,bullet,B01,Scandinavian,92,1.0
black,428,485,-57,bullet,D02,London,200,0.0
black,420,421,-1,bullet,B11,Caro,110,0.0
white,413,492,-79,bullet,C20,Kings,71,0.0
white,413,420,-7,bullet,B01,Scandinavian,186,0.5
white,422,441,-19,bullet,B01,Scandinavian,59,1.0
black,426,227,199,bullet,B01,Scandinavian,111,1.0
black,416,348,68,bullet,A00,Kings,118,0.0
white,408,451,-43,bullet,C20,Kings,82,0.0
white,399,378,21,bullet,C20,Kings,67,0.0
black,394,546,-152,bullet,B01,Scandinavian,136,0.0
white,400,312,88,bullet,C20,Kings,77,1.0
black,390,311,79,bullet,B01,Scandinavian,165,0.0
white,398,400,-2,bullet,B01,Scandinavian,99,1.0
black,538,434,104,blitz,D02,Queens,58,0.0
black,390,425,-35,bullet,D00,Queens,135,0.0
white,400,478,-78,bullet,C20,Kings,108,1.0
white,408,372,36,bullet,C20,Kings,109,1.0
black,546,550,-4,blitz,B01,Scandinavian,196,1.0
black,554,542,12,blitz,C16,French,81,1.0
white,545,520,25,blitz,C20,Kings,107,0.0
black,553,541,12,blitz,B01,Scandinavian,76,1.0
white,413,262,151,bullet,C00,French,42,1.0
white,420,384,36,bullet,C00,French,84,1.0
black,431,548,-117,bullet,B01,Scandinavian,136,1.0
black,439,293,146,bullet,A06,Reti,89,1.0
white,444,235,209,bullet,C00,French,115,1.0
black,435,403,32,bullet,A06,Reti,90,0.0
white,428,472,-44,bullet,B00,Nimzowitsch,110,0.0
black,438,516,-78,bullet,D02,Queens,111,1.0
white,445,391,54,bullet,C20,Kings,144,1.0
black,452,381,71,bullet,B01,Scandinavian,104,1.0
white,458,313,145,bullet,B01,Scandinavian,102,1.0
black,455,711,-256,bullet,A00,Kings,135,0.0
white,446,428,18,bullet,C20,Kings,104,0.0
white,439,520,-81,bullet,C00,French,117,0.0
black,434,586,-152,bullet,D02,Queens,52,0.0
black,423,299,124,bullet,D00,Queens,117,0.0
white,428,287,141,bullet,B07,Pirc,111,1.0
black,1003,597,406,daily,B01,Scandinavian,23,1.0
black,563,647,-84,blitz,B01,Scandinavian,112,1.0
white,436,422,14,bullet,C20,Kings,97,1.0
white,442,307,135,bullet,B00,Nimzowitsch,20,1.0
black,436,529,-93,bullet,A00,Mieses,101,0.0
white,428,440,-12,bullet,B10,Caro,133,0.0
black,436,407,29,bullet,D06,Queens,139,1.0
black,444,421,23,bullet,B01,Scandinavian,106,1.0
black,451,412,39,bullet,B01,Scandinavian,109,1.0
white,445,539,-94,bullet,C20,Kings,127,0.0
white,450,301,149,bullet,C20,Kings,81,1.0
black,447,738,-291,bullet,B01,Scandinavian,81,0.0
white,455,432,23,bullet,C20,Kings,116,1.0
black,464,481,-17,bullet,D02,London,131,1.0
white,455,450,5,bullet,B10,Caro,89,0.0
white,461,381,80,bullet,B02,Alekhines,96,1.0
black,463,112,351,bullet,B01,Scandinavian,61,1.0
black,471,474,-3,bullet,D00,Queens,104,1.0
white,466,620,-154,bullet,C20,Kings,128,0.0
black,476,526,-50,bullet,B01,Scandinavian,10,1.0
white,468,494,-26,bullet,C20,Kings,75,0.0
black,476,403,73,bullet,D06,Queens,33,1.0
white,468,497,-29,bullet,C20,Kings,65,0.0
black,478,553,-75,bullet,B12,Caro,56,1.0
white,470,578,-108,bullet,A00,Van,143,0.0
black,474,271,203,bullet,B01,Scandinavian,112,1.0
white,480,371,109,bullet,A00,Van,105,1.0
black,487,425,62,bullet,B01,Scandinavian,89,1.0
white,496,331,165,bullet,C20,Kings,85,1.0
white,488,502,-14,bullet,B20,Sicilian,89,0.0
black,571,541,30,blitz,B01,Scandinavian,58,1.0
black,577,496,81,blitz,B01,Scandinavian,152,1.0
white,568,555,13,blitz,C20,Kings,91,0.0
white,574,484,90,blitz,C20,Kings,58,1.0
white,580,462,118,blitz,B01,Scandinavian,83,1.0
black,482,580,-98,bullet,B01,Scandinavian,93,0.0
black,472,422,50,bullet,B01,Scandinavian,110,0.0
black,587,541,46,blitz,B01,Scandinavian,96,1.0
white,481,526,-45,bullet,B07,Pirc,86,1.0
white,487,392,95,bullet,B01,Scandinavian,55,1.0
black,494,360,134,bullet,B01,Scandinavian,133,1.0
black,501,422,79,bullet,B01,Scandinavian,103,1.0
white,507,330,177,bullet,A00,Van,111,1.0
white,497,432,65,bullet,B01,Scandinavian,161,0.0
black,507,569,-62,bullet,A01,Nimzowitsch,127,1.0
white,514,465,49,bullet,B01,Scandinavian,72,1.0
black,523,531,-8,bullet,B01,Scandinavian,191,1.0
white,575,404,171,blitz,B00,Owens,153,0.0
black,565,478,87,blitz,D00,Queens,203,0.0
white,576,683,-107,blitz,C20,Kings,131,1.0
black,516,566,-50,bullet,C00,French,137,0.0
white,523,443,80,bullet,B07,Pirc,154,1.0
black,584,575,9,blitz,D02,Queens,74,1.0
white,517,619,-102,bullet,B01,Scandinavian,92,0.0
white,524,464,60,bullet,C20,Kings,125,1.0
white,577,653,-76,blitz,C20,Kings,166,0.0
black,532,495,37,bullet,A00,Van,117,1.0
black,539,502,37,bullet,A07,Kings,103,1.0
white,550,670,-120,bullet,B01,Scandinavian,118,1.0
black,541,547,-6,bullet,B01,Scandinavian,155,0.0
white,547,452,95,bullet,B01,Scandinavian,49,1.0
black,538,511,27,bullet,B01,Scandinavian,152,0.0
white,545,492,53,bullet,B01,Scandinavian,20,1.0
black,541,731,-190,bullet,B01,Scandinavian,130,0.0
white,532,499,33,bullet,B00,Nimzowitsch,108,0.0
white,524,548,-24,bullet,B01,Scandinavian,126,0.0
black,530,428,102,bullet,B01,Scandinavian,115,1.0
white,524,628,-104,bullet,C20,Kings,101,0.0
black,529,357,172,bullet,D00,Queens,79,1.0
white,532,261,271,bullet,B00,Kings,7,1.0
black,527,673,-146,bullet,D00,Queens,118,0.0
black,539,707,-168,bullet,A00,Kings,14,1.0
white,532,593,-61,bullet,B01,Scandinavian,68,0.0
black,538,449,89,bullet,A00,Grob,78,1.0
white,570,625,-55,blitz,B20,Kings,169,0.0
black,576,483,93,blitz,B01,Scandinavian,195,1.0
black,527,430,97,bullet,B01,Scandinavian,164,0.0
white,533,417,116,bullet,C20,Kings,132,1.0
black,534,100,434,bullet,B01,Scandinavian,102,1.0
white,543,494,49,bullet,C20,Kings,45,1.0
black,552,574,-22,bullet,B01,Scandinavian,25,1.0
white,559,488,71,bullet,B01,Scandinavian,123,1.0
white,551,607,-56,bullet,C00,French,141,0.0
black,561,632,-71,bullet,D00,Queens,183,1.0
white,558,792,-234,bullet,B01,Scandinavian,130,0.0
black,566,542,24,bullet,B01,Scandinavian,10,1.0
black,572,470,102,bullet,B01,Scandinavian,85,1.0
white,560,404,156,bullet,C20,Kings,49,0.0
black,551,527,24,bullet,A07,Kings,104,0.0
white,563,726,-163,bullet,C20,Kings,11,1.0
black,569,471,98,bullet,B01,Scandinavian,29,1.0
white,575,477,98,bullet,C00,French,78,1.0
white,566,523,43,bullet,A00,Van,67,0.0
white,557,537,20,bullet,C20,Kings,133,0.0
black,562,422,140,bullet,A00,Van,91,1.0
black,573,677,-104,bullet,B01,Scandinavian,149,1.0
black,581,585,-4,bullet,A10,English,68,1.0
white,574,648,-74,bullet,C20,Kings,68,0.0
white,565,527,38,bullet,C20,Kings,100,0.0
black,573,551,22,bullet,B01,Scandinavian,114,1.0
white,563,481,82,bullet,C20,Kings,140,0.0
black,556,594,-38,bullet,D00,Queens,133,0.0
white,564,544,20,bullet,C20,Kings,92,1.0
white,570,484,86,bullet,C20,Kings,67,1.0
black,576,484,92,bullet,B01,Scandinavian,103,1.0
black,571,707,-136,bullet,B01,Scandinavian,83,0.0
white,565,645,-80,bullet,B10,Caro,121,0.0
white,569,387,182,bullet,B00,Nimzowitsch,122,1.0
black,578,614,-36,bullet,D06,Queens,94,1.0
black,584,477,107,bullet,C02,French,124,1.0
white,591,545,46,bullet,B02,Alekhines,110,1.0
black,602,699,-97,bullet,B01,Scandinavian,95,1.0
black,597,722,-125,bullet,D06,Queens,131,0.0
black,607,694,-87,bullet,B01,Scandinavian,131,1.0
white,599,635,-36,bullet,C20,Kings,87,0.0
white,606,562,44,bullet,C20,Kings,101,1.0
white,614,587,27,bullet,C20,Kings,125,1.0
black,608,727,-119,bullet,B01,Scandinavian,131,0.0
black,614,520,94,bullet,D02,Queens,127,1.0
black,608,719,-111,bullet,D02,Queens,76,0.0
white,618,696,-78,bullet,C20,Kings,18,1.0
white,613,778,-165,bullet,B10,Caro,107,0.0
black,607,713,-106,bullet,A00,Van,152,0.0
white,613,518,95,bullet,C20,Kings,120,1.0
white,610,889,-279,bullet,C00,French,116,0.0
black,621,727,-106,bullet,D06,Queens,113,1.0
white,631,683,-52,bullet,B01,Scandinavian,99,1.0
black,641,698,-57,bullet,A00,Van,107,1.0
white,641,140,501,bullet,B00,Nimzowitsch,114,1.0
white,569,613,-44,blitz,C20,Kings,233,0.0
black,578,599,-21,blitz,D00,Queens,221,1.0
white,651,717,-66,bullet,B10,Caro,101,1.0
black,657,567,90,bullet,B01,Scandinavian,32,1.0
white,667,735,-68,bullet,C00,French,125,1.0
black,677,741,-64,bullet,B01,Scandinavian,134,1.0
white,670,716,-46,bullet,C00,French,82,0.0
black,677,571,106,bullet,B01,Scandinavian,95,1.0
white,678,125,553,bullet,C20,Kings,108,1.0
black,682,415,267,bullet,B01,Scandinavian,36,1.0
white,675,729,-54,bullet,C20,Kings,67,0.0
black,686,817,-131,bullet,B01,Scandinavian,123,1.0
white,682,873,-191,bullet,B01,Scandinavian,109,0.0
black,693,795,-102,bullet,B01,Scandinavian,138,1.0
white,685,722,-37,bullet,C20,Kings,96,0.0
black,695,557,138,bullet,B01,Scandinavian,11,1.0
white,704,690,14,bullet,C20,Kings,19,1.0
black,648,504,144,rapid,B01,Scandinavian,143,1.0
white,590,764,-174,blitz,C20,Kings,147,1.0
white,585,734,-149,blitz,C20,Kings,211,0.0
black,576,544,32,blitz,B01,Scandinavian,88,0.0
white,569,618,-49,blitz,C20,Kings,45,0.0
black,570,617,-47,blitz,B01,Scandinavian,299,0.5
white,565,691,-126,blitz,C20,Kings,66,0.0
white,554,459,95,blitz,C20,Kings,157,0.0
black,705,737,-32,bullet,B01,Scandinavian,148,0.5
black,712,638,74,bullet,B01,Scandinavian,145,1.0
black,703,659,44,bullet,B01,Scandinavian,123,0.0
white,692,590,102,bullet,C20,Kings,155,0.0
white,686,783,-97,bullet,C20,Kings,157,0.0
black,546,544,2,blitz,B01,Scandinavian,128,0.0
black,680,795,-115,bullet,B01,Scandinavian,109,0.0
black,670,588,82,bullet,B01,Scandinavian,119,0.0
white,674,465,209,bullet,B01,Scandinavian,120,1.0
white,665,653,12,bullet,C20,Kings,158,0.0
white,674,702,-28,bullet,C20,Kings,128,1.0
black,555,567,-12,blitz,B01,Scandinavian,187,1.0
black,683,649,34,bullet,B01,Scandinavian,58,1.0
white,676,720,-44,bullet,C20,Kings,79,0.0
white,687,783,-96,bullet,B00,Owens,14,1.0
black,680,720,-40,bullet,B01,Scandinavian,148,0.0
white,673,740,-67,bullet,B06,Modern,58,0.0
black,666,721,-55,bullet,B01,Scandinavian,195,0.0
white,672,592,80,bullet,B01,Scandinavian,116,1.0
white,665,737,-72,bullet,B06,Modern,97,0.0
black,567,719,-152,blitz,B01,Scandinavian,221,1.0
black,656,608,48,bullet,B01,Scandinavian,117,0.0
black,562,709,-147,blitz,C02,French,210,0.0
white,557,711,-154,blitz,C20,Kings,53,0.0
white,650,729,-79,bullet,B01,Scandinavian,80,0.0
black,644,727,-83,bullet,D02,Queens,139,0.0
white,646,747,-101,bullet,B06,Modern,148,0.5
black,638,651,-13,bullet,B01,Scandinavian,121,0.0
black,632,721,-89,bullet,D02,Queens,94,0.0
black,624,807,-183,bullet,D02,Queens,118,0.0
white,642,760,-118,rapid,C20,Kings,157,0.0
white,613,517,96,bullet,B01,Scandinavian,99,0.0
black,652,705,-53,rapid,B01,Scandinavian,58,1.0
white,661,686,-25,rapid,C00,French,181,1.0
black,609,788,-179,bullet,D02,Queens,136,0.0
white,602,665,-63,bullet,C20,Kings,99,0.0
black,596,730,-134,bullet,B01,Scandinavian,126,0.0
black,569,754,-185,blitz,A41,Queens,123,1.0
white,576,515,61,blitz,C47,Four,170,1.0
black,590,697,-107,bullet,C23,Bishops,32,0.0
white,585,716,-131,bullet,B07,Pirc,107,0.0
white,585,592,-7,blitz,B50,Sicilian,37,1.0
white,577,598,-21,blitz,B30,Sicilian,153,0.0
black,570,613,-43,blitz,B01,Scandinavian,175,0.0
black,574,385,189,blitz,B01,Scandinavian,155,1.0
black,597,769,-172,bullet,B01,Scandinavian,139,1.0
white,603,504,99,bullet,C20,Kings,97,1.0
white,598,755,-157,bullet,B02,Alekhines,123,0.0
black,607,635,-28,bullet,B01,Scandinavian,120,1.0
black,572,919,-347,blitz,B01,Scandinavian,109,0.0
white,565,634,-69,blitz,C40,Kings,46,0.0
black,574,599,-25,blitz,D00,Queens,128,1.0
white,581,505,76,blitz,C20,Kings,196,1.0
black,581,580,1,blitz,C00,French,213,0.0
white,590,616,-26,blitz,B12,Caro,248,1.0
white,585,722,-137,blitz,C20,Kings,176,0.0
black,596,478,118,bullet,B01,Scandinavian,113,0.0
black,603,537,66,bullet,D06,Queens,140,1.0
white,613,698,-85,bullet,C20,Kings,116,1.0
white,619,502,117,bullet,B07,Pirc,97,1.0
white,594,606,-12,blitz,B01,Scandinavian,56,1.0
black,601,559,42,blitz,B01,Scandinavian,142,1.0
white,627,590,37,bullet,C20,Kings,129,1.0
black,606,449,157,blitz,D00,Queens,102,1.0
black,628,100,528,bullet,A00,Undefined,119,1.0
white,633,485,148,bullet,C20,Kings,109,1.0
black,623,557,66,bullet,B01,Scandinavian,144,0.0
black,618,744,-126,bullet,B01,Scandinavian,92,0.0
black,628,698,-70,bullet,B01,Scandinavian,48,1.0
white,639,765,-126,bullet,C23,Bishops,55,1.0
white,649,719,-70,bullet,C23,Bishops,17,1.0
white,656,593,63,bullet,C23,Bishops,115,1.0
black,600,687,-87,blitz,A00,Clemenz,236,0.0
white,671,541,130,rapid,C42,Petrovs,91,1.0
black,607,551,56,blitz,B01,Scandinavian,213,1.0
white,615,586,29,blitz,C20,Kings,156,1.0
white,649,715,-66,bullet,C20,Kings,114,0.0
white,659,711,-52,bullet,C20,Kings,111,1.0
black,668,693,-25,bullet,A00,Undefined,126,1.0
black,662,746,-84,bullet,D06,Queens,103,0.0
black,651,526,125,bullet,B01,Scandinavian,136,0.0
white,655,448,207,bullet,C24,Bishops,58,1.0
black,650,782,-132,bullet,D02,Queens,99,0.0
white,656,538,118,bullet,C20,Kings,147,1.0
white,661,508,153,bullet,C20,Kings,126,1.0
white,656,810,-154,bullet,B20,Sicilian,144,0.0
black,665,703,-38,bullet,B01,Scandinavian,26,1.0
black,659,769,-110,bullet,A00,Undefined,125,0.0
black,654,793,-139,bullet,B01,Scandinavian,127,0.0
white,644,560,84,bullet,B01,Scandinavian,122,0.0
black,651,615,36,bullet,B01,Scandinavian,135,1.0
white,658,529,129,bullet,B00,Nimzowitsch,177,1.0
black,649,644,5,bullet,D06,Queens,122,0.0
white,643,758,-115,bullet,B10,Caro,116,0.0
white,648,503,145,bullet,B07,Pirc,145,1.0
white,641,710,-69,bullet,C20,Kings,92,0.0
black,633,656,-23,bullet,B01,Scandinavian,109,0.0
white,641,629,12,bullet,B06,Modern,94,1.0
black,635,729,-94,bullet,A10,English,126,0.0
black,645,691,-46,bullet,D00,Queens,123,1.0
white,636,622,14,bullet,C40,Kings,62,0.0
white,631,789,-158,bullet,B01,Scandinavian,116,0.0
black,621,572,49,bullet,B01,Scandinavian,145,0.0
black,617,810,-193,bullet,B01,Scandinavian,93,0.0
white,629,778,-149,bullet,C20,Kings,125,1.0
black,639,691,-52,bullet,B01,Scandinavian,22,1.0
white,631,668,-37,bullet,B01,Scandinavian,33,0.0
white,636,494,142,bullet,C23,Bishops,174,1.0
black,631,766,-135,bullet,D00,Queens,111,0.0
white,621,529,92,blitz,B01,Scandinavian,183,1.0
black,616,760,-144,blitz,B01,Scandinavian,186,0.0
white,623,581,42,blitz,B01,Scandinavian,125,1.0
black,617,714,-97,blitz,B01,Scandinavian,119,0.0
white,642,518,124,bullet,A00,Van,130,1.0
black,651,694,-43,bullet,D06,Queens,126,1.0
black,673,752,-79,rapid,B00,Nimzowitsch,293,0.5
white,644,717,-73,bullet,C47,Four,138,0.0
black,627,691,-64,blitz,B01,Scandinavian,178,1.0
white,652,628,24,bullet,B01,Scandinavian,106,1.0
white,641,522,119,bullet,C20,Kings,108,0.0
black,635,733,-98,bullet,D00,Queens,74,0.0
black,636,665,-29,blitz,A00,Van,253,1.0
white,625,552,73,bullet,B11,Caro,122,0.0
white,635,696,-61,bullet,B01,Scandinavian,98,1.0
black,630,768,-138,bullet,B01,Scandinavian,106,0.0
white,639,646,-7,bullet,C00,French,109,1.0
black,630,590,40,bullet,B01,Scandinavian,137,0.0
black,630,718,-88,blitz,C28,Vienna,175,0.0
white,625,783,-158,blitz,B01,Scandinavian,168,0.0
black,632,561,71,blitz,A25,English,62,1.0
white,619,501,118,bullet,C50,Italian,24,0.0
white,629,711,-82,bullet,A00,Van,89,1.0
black,623,734,-111,bullet,A00,Van,103,0.0
black,632,637,-5,bullet,B01,Scandinavian,10,1.0
black,642,698,-56,bullet,C25,Vienna,128,1.0
white,652,706,-54,bullet,C20,Bishops,135,1.0
white,627,779,-152,blitz,B00,Nimzowitsch,121,0.0
white,628,112,516,blitz,C50,Giuoco,173,1.0
black,623,781,-158,blitz,C40,Kings,73,0.0
white,658,567,91,bullet,A00,Van,88,1.0
black,664,585,79,bullet,B01,Scandinavian,107,1.0
white,658,770,-112,bullet,B10,Caro,111,0.0
black,615,625,-10,blitz,C50,Italian,96,0.0
black,652,743,-91,bullet,D00,Queens,111,0.0
white,645,683,-38,bullet,A00,Van,65,0.0
black,640,763,-123,bullet,B01,Scandinavian,114,0.0
black,628,882,-254,blitz,B01,Scandinavian,150,1.0
white,636,628,8,blitz,B01,Scandinavian,131,1.0
white,624,453,171,blitz,C02,French,126,0.0
black,633,671,-38,blitz,D03,Queens,51,1.0
white,640,591,49,blitz,C47,Four,173,1.0
black,631,627,4,blitz,C50,Giuoco,39,0.0
white,636,462,174,blitz,C14,French,155,1.0
black,644,608,36,blitz,A40,Queens,162,1.0
white,654,729,-75,blitz,C20,Kings,124,1.0
white,661,602,59,blitz,C47,Four,54,1.0
black,651,744,-93,bullet,B01,Scandinavian,28,1.0
white,644,696,-52,bullet,C40,Kings,123,0.0
black,638,736,-98,bullet,B01,Scandinavian,143,0.0
white,655,765,-110,blitz,B07,Pirc,44,0.0
black,660,508,152,blitz,C40,Kings,110,1.0
black,651,727,-76,blitz,C40,Kings,16,0.0
white,661,607,54,blitz,A00,Van,116,1.0
black,657,884,-227,blitz,B01,Scandinavian,79,0.0
black,633,769,-136,bullet,C46,Three,127,0.0
white,641,561,80,bullet,D00,Queens,181,1.0
black,634,713,-79,bullet,A07,Kings,130,0.0
white,624,532,92,bullet,B01,Scandinavian,91,0.0
white,618,742,-124,bullet,B01,Scandinavian,95,0.0
black,647,576,71,blitz,C20,Kings,116,0.0
white,641,749,-108,blitz,B01,Scandinavian,77,0.0
white,636,778,-142,blitz,C42,Petrovs,186,0.0
black,630,735,-105,blitz,B00,Nimzowitsch,105,0.0
white,613,771,-158,bullet,C50,Giuoco,106,0.0
black,603,536,67,bullet,D02,Queens,133,0.0
white,599,805,-206,bullet,B20,Sicilian,73,0.0
