our_color,our_rating,opp_rating,rating_diff,time_class,eco,opening_family,move_count,outcome
black,694,674,20,blitz,A00,Anderssen,108,1.0
black,1370,1477,-107,rapid,C58,Italian,187,0.0
white,1362,1377,-15,rapid,B00,Owens,146,0.0
black,1370,1363,7,rapid,D02,Queens,153,1.0
white,1378,1382,-4,rapid,C45,Scotch,234,1.0
black,701,643,58,blitz,A00,Polish,127,1.0
white,1378,526,852,rapid,C45,Scotch,92,1.0
white,709,708,1,blitz,B00,Nimzowitsch,80,1.0
white,701,720,-19,blitz,C42,Petrovs,171,0.0
black,643,615,28,bullet,A06,Reti,117,1.0
black,708,659,49,blitz,C50,Giuoco,138,1.0
black,1384,1279,105,rapid,D00,Queens,195,1.0
black,1384,526,858,rapid,C50,Giuoco,118,1.0
white,635,647,-12,bullet,C41,Philidor,17,0.0
white,1374,1321,53,rapid,C41,Philidor,118,0.0
black,1364,1309,55,rapid,C45,Scotch,107,0.0
white,1370,1280,90,rapid,C41,Philidor,85,1.0
black,1377,1338,39,rapid,B07,Pirc,193,1.0
black,1383,1229,154,rapid,D01,Richter,137,1.0
white,1393,1448,-55,rapid,C50,Italian,88,1.0
black,1386,1458,-72,rapid,B07,Pirc,52,0.0
black,1379,1437,-58,rapid,D20,Queens,133,0.0
white,1387,1273,114,rapid,D20,Queens,120,1.0
white,1380,1444,-64,rapid,A80,Dutch,253,0.0
white,1388,1226,162,rapid,C42,Petrovs,61,1.0
black,1393,1238,155,rapid,B10,Caro,81,1.0
white,1401,1376,25,rapid,D06,Queens,103,1.0
black,700,735,-35,blitz,C20,Kings,209,0.0
black,708,695,13,blitz,C20,Kings,156,1.0
black,1401,526,875,rapid,C40,Kings,58,0.0
white,1401,526,875,rapid,D06,Queens,59,1.0
black,1401,526,875,rapid,B30,Sicilian,72,1.0
white,701,739,-38,blitz,B00,Owens,166,0.0
white,694,733,-39,blitz,D20,Queens,130,0.0
white,702,671,31,blitz,C41,Philidor,95,1.0
black,710,627,83,blitz,C50,Giuoco,110,1.0
black,702,735,-33,blitz,B10,Caro,109,0.0
white,1407,1313,94,rapid,C00,French,134,1.0
black,1399,1403,-4,rapid,C47,Four,105,0.0
black,1408,1302,106,rapid,C21,Center,183,1.0
white,1400,1395,5,rapid,D06,Queens,85,0.0
black,1409,1416,-7,rapid,D00,Queens,81,1.0
white,1401,1407,-6,rapid,B23,Closed,50,0.0
white,1393,1422,-29,rapid,B01,Scandinavian,133,0.0
white,1399,1293,106,rapid,D20,Queens,72,1.0
black,1389,1303,86,rapid,C50,Giuoco,120,0.0
white,1395,1297,98,rapid,C22,Center,163,1.0
black,1385,1316,69,rapid,C44,Ponziani,78,0.0
white,1393,1365,28,rapid,C41,Philidor,223,1.0
black,1384,1351,33,rapid,C68,Ruy,101,0.0
white,1390,1291,99,rapid,C41,Philidor,273,1.0
black,1396,1285,111,rapid,C55,Scotch,60,1.0
white,1402,1279,123,rapid,D30,Queens,196,1.0
black,1407,1274,133,rapid,B10,Caro,67,1.0
white,1412,1269,143,rapid,D31,Queens,115,1.0
black,1417,1264,153,rapid,C20,Kings,134,1.0
white,1422,1259,163,rapid,C50,Italian,78,1.0
black,1414,1440,-26,rapid,C50,Giuoco,96,0.0
black,1412,1340,72,rapid,A00,Van,276,0.5
black,628,704,-76,bullet,D02,Queens,130,0.0
white,620,645,-25,bullet,C50,Giuoco,188,0.0
black,611,606,5,bullet,C44,Kings,108,0.0
white,620,619,1,bullet,C21,Center,106,1.0
white,628,534,94,bullet,C40,Kings,75,1.0
black,636,604,32,bullet,B10,Caro,78,1.0
black,644,627,17,bullet,B10,Caro,116,1.0
black,652,601,51,bullet,B10,Caro,102,1.0
white,1400,1243,157,rapid,B40,Sicilian,150,0.0
white,659,599,60,bullet,B01,Scandinavian,59,1.0
black,1410,1441,-31,rapid,D00,Queens,157,1.0
white,1420,1476,-56,rapid,C46,Three,111,1.0
black,1426,1343,83,rapid,A25,English,108,1.0
white,1432,1337,95,rapid,B15,Caro,94,1.0
black,1432,526,906,rapid,B01,Scandinavian,110,1.0
white,1439,1395,44,rapid,C16,French,115,1.0
black,1446,1387,59,rapid,A20,English,108,1.0
white,1454,1438,16,rapid,C45,Scotch,123,1.0
white,1454,526,928,rapid,D02,Queens,135,1.0
white,651,648,3,bullet,B15,Caro,177,0.0
black,659,530,129,bullet,C48,Four,86,1.0
white,652,701,-49,bullet,C50,Giuoco,76,0.0
black,645,716,-71,bullet,C48,Four,68,0.0
black,653,644,9,bullet,C44,Kings,164,1.0
black,646,702,-56,bullet,C57,Italian,167,0.0
white,639,697,-58,bullet,B01,Scandinavian,132,0.0
white,710,705,5,blitz,D08,Queens,59,1.0
black,1465,1580,-115,rapid,D06,Queens,97,1.0
white,1476,1569,-93,rapid,B01,Scandinavian,129,1.0
white,1483,1416,67,rapid,B07,Pirc,94,1.0
black,1493,1554,-61,rapid,A45,Indian,120,1.0
white,1501,1483,18,rapid,D37,Queens,96,1.0
white,1507,1414,93,rapid,C02,French,96,1.0
black,1515,1465,50,rapid,A06,Reti,128,1.0
black,1523,1495,28,rapid,A01,Nimzowitsch,201,1.0
white,1513,1435,78,rapid,B01,Scandinavian,242,0.0
white,1521,1512,9,rapid,B12,Caro,170,1.0
white,702,703,-1,blitz,C40,Kings,140,0.0
black,632,687,-55,bullet,A20,English,79,0.0
black,641,630,11,bullet,C45,Scotch,121,1.0
black,635,724,-89,bullet,D04,Colle,185,0.0
white,628,699,-71,bullet,B10,Caro,122,0.0
black,619,606,13,bullet,B10,Caro,123,0.0
white,611,639,-28,bullet,A40,Queens,46,0.0
black,603,610,-7,bullet,C55,Italian,133,0.0
white,595,618,-23,bullet,C47,Four,47,0.0
white,587,611,-24,bullet,B10,Caro,92,0.0
black,579,608,-29,bullet,D20,Queens,20,0.0
white,571,646,-75,bullet,B10,Caro,123,0.0
black,580,593,-13,bullet,C46,Three,139,1.0
black,1512,1503,9,rapid,D00,Queens,149,0.0
white,1501,1388,113,rapid,A48,Torre,159,0.0
white,1511,1368,143,rapid,D00,Queens,142,1.0
black,1511,567,944,rapid,B12,Caro,104,0.0
black,702,585,117,blitz,C50,Italian,42,0.0
white,702,585,117,blitz,B12,Caro,60,0.0
black,702,585,117,blitz,C45,Scotch,64,0.0
white,702,585,117,blitz,A00,Undefined,40,0.0
black,694,738,-44,blitz,C50,Giuoco,50,0.0
white,1504,1736,-232,rapid,C28,Bishops,157,0.0
black,1498,1603,-105,rapid,C58,Italian,156,0.0
black,703,712,-9,blitz,A80,Dutch,97,1.0
white,1489,1471,18,rapid,D06,Queens,114,0.0
black,1483,1585,-102,rapid,C58,Italian,52,0.0
white,1490,1360,130,rapid,B40,Sicilian,67,1.0
white,1497,1416,81,rapid,C47,Four,122,1.0
black,1505,1490,15,rapid,B01,Scandinavian,75,1.0
white,1513,1480,33,rapid,C45,Scotch,66,1.0
white,1521,1507,14,rapid,D20,Queens,93,1.0
black,1528,1451,77,rapid,D10,Slav,131,1.0
white,1528,473,1055,rapid,B07,Pirc,44,1.0
black,1528,473,1055,rapid,C50,Giuoco,68,1.0
white,1528,473,1055,rapid,C10,French,110,1.0
black,1518,1441,77,rapid,D00,Queens,63,0.0
black,1508,1453,55,rapid,C45,Scotch,185,0.0
white,1502,1587,-85,rapid,B10,Caro,147,0.0
black,588,561,27,bullet,C47,Four,112,1.0
black,580,609,-29,bullet,A00,Kings,120,0.0
white,573,613,-40,bullet,C00,French,164,0.0
white,1493,1471,22,rapid,C25,Vienna,192,0.0
black,1486,1559,-73,rapid,C50,Giuoco,106,0.0
white,1478,1503,-25,rapid,C50,Giuoco,80,0.0
black,1468,1401,67,rapid,A01,Nimzowitsch,124,0.0
white,581,574,7,bullet,C50,Giuoco,107,1.0
white,590,596,-6,bullet,C43,Petrovs,109,1.0
black,598,567,31,bullet,C47,Four,120,1.0
white,606,592,14,bullet,C50,Giuoco,101,1.0
black,614,559,55,bullet,C55,Italian,131,1.0
white,1475,1419,56,rapid,C50,Giuoco,238,1.0
white,1486,1603,-117,rapid,B12,Caro,92,1.0
black,1492,1403,89,rapid,C35,Kings,118,1.0
black,1502,1566,-64,rapid,C78,Ruy,171,1.0
black,1502,608,894,rapid,B12,Caro,115,1.0
white,1502,608,894,rapid,D02,Queens,69,1.0
black,1502,608,894,rapid,B33,Sicilian,113,1.0
black,1493,1458,35,rapid,C70,Ruy,262,0.0
white,1499,1395,104,rapid,C46,Three,148,1.0
black,1508,1514,-6,rapid,C55,Italian,178,1.0
white,1517,1522,-5,rapid,B01,Scandinavian,91,1.0
white,1525,1514,11,rapid,B01,Scandinavian,51,1.0
black,695,724,-29,blitz,A00,Undefined,87,0.0
black,687,719,-32,blitz,A41,Queens,60,0.0
white,1525,1517,8,rapid,C41,Philidor,133,0.5
white,1531,1452,79,rapid,C41,Philidor,88,1.0
black,623,629,-6,bullet,C50,Italian,193,1.0
black,631,545,86,bullet,C77,Ruy,69,1.0
white,639,628,11,bullet,B10,Caro,154,1.0
black,647,632,15,bullet,A40,Queens,59,1.0
white,639,671,-32,bullet,C25,Vienna,30,0.0
black,648,662,-14,bullet,C20,Kings,93,1.0
white,656,654,2,bullet,C50,Giuoco,155,1.0
black,1521,1462,59,rapid,B28,Sicilian,311,0.0
white,1514,1567,-53,rapid,A40,Englund,67,0.0
white,1506,1540,-34,rapid,C42,Petrovs,61,0.0
black,1497,1488,9,rapid,A20,English,59,0.0
white,1507,1365,142,rapid,B23,Closed,46,1.0
black,1499,1495,4,rapid,D02,London,137,0.0
black,695,698,-3,blitz,C68,Ruy,127,1.0
white,688,750,-62,blitz,C45,Scotch,129,0.0
black,680,681,-1,blitz,C20,Kings,23,0.0
white,688,673,15,blitz,C25,Vienna,185,1.0
white,1506,1438,68,rapid,C48,Four,107,1.0
black,1512,1432,80,rapid,C50,Giuoco,59,1.0
white,1518,1426,92,rapid,A45,Indian,96,1.0
black,1524,1420,104,rapid,C55,Italian,115,1.0
white,1530,1414,116,rapid,C50,Giuoco,85,1.0
white,647,628,19,bullet,C47,Four,141,0.0
black,639,680,-41,bullet,B00,Nimzowitsch,146,0.0
black,1521,1506,15,rapid,D04,Colle,108,0.0
black,1514,1611,-97,rapid,C34,Kings,177,0.0
white,1522,1512,10,rapid,B12,Caro,204,1.0
black,1530,1504,26,rapid,D00,Queens,73,1.0
white,1537,1497,40,rapid,B12,Caro,59,1.0
white,1529,1532,-3,rapid,C41,Philidor,52,0.0
black,1538,1536,2,rapid,C45,Scotch,175,1.0
white,680,693,-13,blitz,D00,Queens,172,0.0
white,687,634,53,blitz,C40,Kings,35,1.0
black,688,709,-21,blitz,B10,Caro,109,0.5
black,688,691,-3,blitz,C47,Four,181,0.5
black,696,625,71,blitz,C50,Giuoco,141,1.0
white,688,712,-24,blitz,C00,French,40,0.0
white,696,663,33,blitz,B01,Scandinavian,59,1.0
black,703,627,76,blitz,B10,Caro,88,1.0
black,1548,1619,-71,rapid,C45,Scotch,97,1.0
white,1553,1410,143,rapid,B04,Alekhines,127,1.0
black,1559,1460,99,rapid,C00,French,174,1.0
black,1569,1635,-66,rapid,D00,Queens,183,1.0
white,1576,1533,43,rapid,B12,Caro,148,1.0
white,695,726,-31,blitz,C22,Center,182,0.0
black,703,683,20,blitz,D06,Queens,137,1.0
white,711,600,111,blitz,D06,Queens,143,1.0
black,719,723,-4,blitz,B30,Sicilian,83,1.0
white,711,736,-25,blitz,C28,Bishops,111,0.0
white,711,717,-6,blitz,B00,Owens,244,0.0
black,718,677,41,blitz,B45,Sicilian,96,1.0
black,710,738,-28,blitz,D02,Queens,183,0.0
white,647,634,13,bullet,C47,Four,98,1.0
white,655,526,129,bullet,B01,Scandinavian,107,1.0
black,646,622,24,bullet,B13,Caro,123,0.0
white,654,641,13,bullet,B10,Caro,106,1.0
white,646,653,-7,bullet,B00,Owens,120,0.0
black,638,639,-1,bullet,C48,Four,102,0.0
black,629,601,28,bullet,B10,Caro,129,0.0
white,717,676,41,blitz,A00,Van,76,1.0
black,637,626,11,bullet,B30,Sicilian,105,1.0
white,1584,1577,7,rapid,B00,Nimzowitsch,128,1.0
black,1575,1562,13,rapid,D06,Queens,256,0.0
black,1582,1543,39,rapid,D02,Queens,140,1.0
white,726,747,-21,blitz,B00,Nimzowitsch,110,1.0
white,645,626,19,bullet,D00,Queens,57,1.0
black,719,794,-75,blitz,A20,English,74,0.0
white,637,648,-11,bullet,C25,Vienna,111,0.0
black,1590,1416,174,rapid,A00,Grob,28,1.0
white,1595,1348,247,rapid,A40,Queens,23,1.0
black,1587,1622,-35,rapid,D00,Queens,247,0.0
black,1580,1647,-67,rapid,C45,Scotch,345,0.0
white,1590,1637,-47,rapid,B01,Scandinavian,77,1.0
black,1599,1628,-29,rapid,C45,Scotch,81,1.0
white,727,711,16,blitz,B32,Sicilian,180,1.0
black,1599,617,982,rapid,C58,Italian,194,0.0
black,629,657,-28,bullet,C45,Scotch,114,0.0
white,637,565,72,bullet,C02,French,166,1.0
black,645,628,17,bullet,A00,Undefined,153,1.0
black,1606,1538,68,rapid,C50,Giuoco,126,1.0
white,637,662,-25,bullet,B10,Caro,10,0.0
white,629,644,-15,bullet,C25,Vienna,115,0.0
black,621,649,-28,bullet,C47,Four,90,0.0
black,630,650,-20,bullet,C25,Vienna,163,1.0
white,638,603,35,bullet,C40,Kings,150,1.0
white,1596,1523,73,rapid,C45,Scotch,122,0.0
black,630,641,-11,bullet,C20,Kings,115,0.0
white,623,694,-71,bullet,C00,French,155,0.0
white,631,617,14,bullet,B01,Scandinavian,115,1.0
black,622,614,8,bullet,B12,Caro,114,0.0
white,614,622,-8,bullet,C50,Giuoco,73,0.0
black,622,614,8,bullet,A43,Old,116,1.0
white,614,622,-8,bullet,C46,Three,118,0.0
black,622,614,8,bullet,A43,Old,130,1.0
white,614,622,-8,bullet,A40,Englund,128,0.0
black,622,614,8,bullet,A46,Indian,114,1.0
white,630,606,24,bullet,C47,Four,85,1.0
black,1603,1558,45,rapid,A00,Van,137,1.0
white,1610,1551,59,rapid,D20,Queens,44,1.0
white,1616,1513,103,rapid,B02,Alekhines,118,1.0
black,735,716,19,blitz,A00,Van,102,1.0
black,743,747,-4,blitz,A80,Dutch,109,1.0
black,735,761,-26,blitz,A45,Indian,219,0.0
white,1607,1582,25,rapid,B00,Nimzowitsch,166,0.0
black,1617,1689,-72,rapid,A30,English,10,1.0
black,1607,1555,52,rapid,B21,Sicilian,52,0.0
white,1614,1551,63,rapid,C00,French,121,1.0
black,638,612,26,bullet,A43,Old,87,1.0
white,744,750,-6,blitz,B01,Scandinavian,151,1.0
white,736,773,-37,blitz,D07,Queens,110,0.0
black,728,752,-24,blitz,B28,Sicilian,282,0.0
white,721,761,-40,blitz,C46,Three,181,0.0
black,714,769,-55,blitz,C42,Petrovs,230,0.0
white,707,777,-70,blitz,C50,Italian,52,0.0
black,715,712,3,blitz,C68,Ruy,119,1.0
white,723,724,-1,blitz,B06,Modern,110,1.0
white,731,695,36,blitz,C40,Kings,81,1.0
white,723,737,-14,blitz,C20,Kings,133,0.0
black,731,732,-1,blitz,A00,Saragossa,204,1.0
black,1618,1435,183,rapid,C45,Scotch,45,1.0
white,723,752,-29,blitz,B20,Sicilian,45,0.0
black,715,730,-15,blitz,C20,Kings,44,0.0
black,724,742,-18,blitz,A04,Reti,108,1.0
white,646,611,35,bullet,B00,Kings,131,1.0
white,654,653,1,bullet,B01,Scandinavian,86,1.0
white,647,704,-57,bullet,D02,Queens,111,0.0
black,639,645,-6,bullet,C64,Ruy,124,0.0
white,647,633,14,bullet,C40,Kings,98,1.0
black,1612,1692,-80,rapid,B40,Sicilian,175,0.0
white,1622,1682,-60,rapid,B23,Closed,91,1.0
black,639,757,-118,bullet,B07,Pirc,92,0.0
black,1612,1561,51,rapid,A06,Reti,204,0.0
white,1619,1554,65,rapid,C43,Petrovs,104,1.0
black,1626,1547,79,rapid,A05,Reti,158,1.0
white,1632,1541,91,rapid,C25,Vienna,75,1.0
white,1638,1535,103,rapid,D30,Queens,100,1.0
black,1638,608,1030,rapid,B40,Sicilian,95,1.0
black,630,682,-52,bullet,C47,Four,95,0.0
black,638,594,44,bullet,B10,Caro,145,1.0
white,629,601,28,bullet,A40,Englund,105,0.0
black,636,548,88,bullet,A06,Reti,130,1.0
white,644,640,4,bullet,C10,French,77,1.0
black,636,669,-33,bullet,C53,Giuoco,136,0.0
white,629,671,-42,bullet,D00,Queens,120,0.0
black,638,643,-5,bullet,B10,Caro,153,1.0
white,646,647,-1,bullet,A03,Birds,138,1.0
black,653,573,80,bullet,B01,Scandinavian,90,1.0
black,646,704,-58,bullet,B10,Caro,98,0.0
white,654,642,12,bullet,B02,Alekhines,110,1.0
black,661,620,41,bullet,B40,Sicilian,87,1.0
black,653,671,-18,bullet,A00,Van,127,0.0
white,661,663,-2,bullet,C00,French,173,1.0
white,669,665,4,bullet,C50,Giuoco,95,1.0
black,677,640,37,bullet,B22,Alapin,135,1.0
white,669,669,0,bullet,B01,Scandinavian,113,0.0
black,662,709,-47,bullet,C00,French,129,0.0
black,654,653,1,bullet,D02,Queens,116,0.0
black,662,645,17,bullet,A00,Undefined,6,1.0
white,1639,1200,439,rapid,B01,Scandinavian,91,1.0
black,1624,1215,409,rapid,D02,Queens,26,0.0
white,1624,1217,407,rapid,B01,Scandinavian,134,0.0
white,654,678,-24,bullet,B07,Pirc,112,0.0
black,647,692,-45,bullet,C47,Four,152,0.0
white,655,640,15,bullet,C46,Three,177,1.0
white,663,634,29,bullet,A02,Birds,132,1.0
black,655,676,-21,bullet,C57,Italian,78,0.0
black,663,633,30,bullet,B00,Nimzowitsch,117,1.0
white,671,651,20,bullet,C42,Petrovs,94,1.0
black,680,700,-20,bullet,A35,English,134,1.0
white,1617,1224,393,rapid,B01,Scandinavian,68,0.5
black,1619,1222,397,rapid,D04,Colle,139,1.0
white,1620,1221,399,rapid,D20,Queens,95,1.0
white,1605,1236,369,rapid,D00,Queens,114,0.0
white,732,700,32,blitz,C47,Four,184,1.0
white,1607,1234,373,rapid,B01,Scandinavian,127,1.0
white,1609,1232,377,rapid,B00,Kings,7,1.0
black,741,768,-27,blitz,C20,Kings,116,1.0
white,672,690,-18,bullet,B11,Caro,127,0.0
white,1611,1273,338,rapid,B01,Scandinavian,86,1.0
white,1597,1287,310,rapid,D02,Queens,121,0.0
black,1599,1285,314,rapid,D02,Queens,69,1.0
white,749,745,4,blitz,C47,Four,37,1.0
black,1605,1511,94,rapid,C45,Scotch,154,1.0
black,1611,1516,95,rapid,B40,Sicilian,134,1.0
white,1619,1612,7,rapid,B00,Owens,103,1.0
black,1627,1604,23,rapid,C77,Ruy,96,1.0
white,664,696,-32,bullet,A00,Van,64,0.0
black,656,664,-8,bullet,A00,Van,93,0.0
white,648,669,-21,bullet,B01,Scandinavian,75,0.0
black,757,585,172,blitz,C68,Ruy,65,1.0
white,641,688,-47,bullet,C10,French,93,0.0
white,1619,1619,0,rapid,B21,Sicilian,112,0.0
black,1627,1611,16,rapid,B10,Caro,102,1.0
black,649,620,29,bullet,D00,Queens,55,1.0
black,1613,1327,286,rapid,D04,Colle,90,0.0
black,1600,1340,260,rapid,D01,Richter,92,0.0
white,1592,1604,-12,rapid,C25,Vienna,142,0.0
black,1592,1573,19,rapid,C46,Three,141,0.5
white,1584,1593,-9,rapid,C00,French,72,0.0
white,1575,1544,31,rapid,C47,Four,58,0.0
black,1567,1563,4,rapid,D20,Queens,112,0.0
black,1559,1589,-30,rapid,B22,Alapin,94,0.0
white,641,653,-12,bullet,B00,Kings,144,0.0
black,633,632,1,bullet,C20,Kings,70,0.0
white,765,743,22,blitz,C26,Vienna,62,1.0
white,641,632,9,bullet,C25,Vienna,42,1.0
black,649,615,34,bullet,D00,Queens,89,1.0
white,641,677,-36,bullet,C44,Kings,121,0.0
black,634,684,-50,bullet,D00,Queens,135,0.0
white,643,675,-32,bullet,B07,Pirc,119,1.0
black,652,666,-14,bullet,A40,Englund,104,1.0
black,1567,1552,15,rapid,D02,Queens,81,1.0
white,1574,1504,70,rapid,D20,Queens,211,1.0
white,644,680,-36,bullet,C28,Bishops,120,0.0
black,636,656,-20,bullet,C20,Kings,125,0.0
black,757,770,-13,blitz,D00,Queens,56,0.0
black,749,759,-10,blitz,A00,Kings,90,0.0
white,741,744,-3,blitz,B00,Nimzowitsch,202,0.0
white,1574,750,824,rapid,C48,Four,189,1.0
white,1566,1584,-18,rapid,B01,Scandinavian,78,0.0
white,628,660,-32,bullet,C28,Bishops,94,0.0
black,636,635,1,bullet,B00,Nimzowitsch,124,1.0
white,644,617,27,bullet,C00,French,146,1.0
black,651,607,44,bullet,C47,Four,95,1.0
white,659,638,21,bullet,C46,Three,153,1.0
black,750,755,-5,blitz,C20,Kings,128,1.0
white,1565,1502,63,rapid,C40,Kings,264,0.5
black,1555,1480,75,rapid,C45,Scotch,78,0.0
white,1561,1472,89,rapid,D30,Queens,67,1.0
white,1552,1545,7,rapid,B40,Sicilian,72,0.0
black,666,627,39,bullet,B00,Nimzowitsch,144,1.0
white,758,732,26,blitz,C47,Four,125,1.0
black,766,740,26,blitz,C20,Bishops,111,1.0
black,759,796,-37,blitz,C50,Giuoco,45,0.0
white,767,771,-4,blitz,A43,Old,39,1.0
white,775,769,6,blitz,D35,Queens,134,1.0
black,658,679,-21,bullet,D04,Colle,88,0.0
black,649,639,10,bullet,C23,Bishops,117,0.0
white,657,633,24,bullet,C10,French,155,1.0
white,665,660,5,bullet,C00,French,129,1.0
black,657,678,-21,bullet,A05,Reti,125,0.0
white,767,793,-26,blitz,C25,Vienna,186,0.0
white,774,736,38,blitz,A43,Old,163,1.0
black,766,780,-14,blitz,D02,Queens,107,0.0
black,758,761,-3,blitz,D30,Queens,74,0.0
black,750,760,-10,blitz,C45,Scotch,111,0.0
white,749,728,21,blitz,C02,French,132,0.5
black,665,649,16,bullet,A00,Saragossa,77,1.0
white,657,690,-33,bullet,B10,Caro,129,0.0
black,666,681,-15,bullet,B01,Scandinavian,101,1.0
white,741,760,-19,blitz,C00,French,172,0.0
white,734,772,-38,blitz,B00,Nimzowitsch,121,0.0
black,1552,1544,8,rapid,C78,Ruy,172,0.5
white,1542,1480,62,rapid,C50,Giuoco,196,0.0
black,1535,1587,-52,rapid,C44,Ponziani,135,0.0
black,1527,1542,-15,rapid,A22,English,107,0.0
white,726,740,-14,blitz,C25,Vienna,185,0.0
white,657,616,41,bullet,C50,Giuoco,69,0.0
black,665,652,13,bullet,A00,Van,102,1.0
black,665,660,5,bullet,C45,Scotch,138,0.0
white,718,733,-15,blitz,D02,Queens,47,0.0
white,726,731,-5,blitz,B50,Sicilian,142,1.0
black,1519,1533,-14,rapid,B29,Sicilian,71,0.0
white,1527,1525,2,rapid,C46,Three,128,1.0
black,1535,1517,18,rapid,B40,Sicilian,142,1.0
white,1527,1564,-37,rapid,B00,Nimzowitsch,158,0.0
white,1519,1526,-7,rapid,B00,Kings,93,0.0
black,1510,1501,9,rapid,C44,Ponziani,179,0.0
black,1501,1488,13,rapid,C45,Scotch,31,0.0
white,718,762,-44,blitz,C47,Four,124,0.0
white,710,737,-27,blitz,B10,Caro,44,0.0
black,657,678,-21,bullet,B00,Nimzowitsch,98,0.0
black,1508,1456,52,rapid,A22,English,114,1.0
white,1508,1497,11,rapid,C41,Philidor,247,0.5
black,1509,1594,-85,rapid,C44,Kings,142,0.0
black,1501,1524,-23,rapid,B20,Sicilian,72,0.0
white,1494,1547,-53,rapid,C45,Scotch,104,0.0
white,1502,1482,20,rapid,C47,Four,69,1.0
black,1495,1544,-49,rapid,A00,Van,178,0.0
black,702,718,-16,blitz,D00,Queens,45,0.0
black,694,697,-3,blitz,C23,Bishops,221,0.0
white,702,671,31,blitz,B01,Scandinavian,115,1.0
black,649,660,-11,bullet,D04,Colle,113,0.0
white,1488,1528,-40,rapid,B12,Caro,153,0.0
white,1479,1452,27,rapid,C40,Kings,47,0.0
white,1471,1507,-36,rapid,C00,French,91,0.0
black,1480,1498,-18,rapid,C20,Kings,85,1.0
white,1488,1475,13,rapid,C45,Scotch,157,1.0
black,642,700,-58,bullet,D02,Queens,113,0.0
white,1478,1399,79,rapid,C47,Four,104,0.0
black,1484,1393,91,rapid,B40,Sicilian,200,1.0
white,694,714,-20,blitz,C25,Vienna,21,0.0
white,702,693,9,blitz,C42,Petrovs,108,1.0
black,710,676,34,blitz,C50,Giuoco,99,1.0
black,718,696,22,blitz,C00,French,122,1.0
white,710,738,-28,blitz,B06,Modern,150,0.0
black,1475,1439,36,rapid,A00,Van,109,0.0
black,1007,100,907,daily,C46,Three,60,1.0
black,1246,1279,-33,daily,B23,Closed,99,1.0
black,702,719,-17,blitz,C45,Scotch,182,0.0
white,1353,1268,85,daily,C50,Italian,170,1.0
white,635,674,-39,bullet,B23,Closed,143,0.0
white,710,673,37,blitz,B01,Scandinavian,48,1.0
black,701,695,6,blitz,D06,Queens,45,0.0
black,1353,400,953,daily,A00,Undefined,6,1.0
white,1353,400,953,daily,B00,Kings,8,1.0
black,1475,608,867,rapid,C45,Scotch,103,1.0
black,693,698,-5,blitz,D02,London,160,0.0
white,685,686,-1,blitz,B01,Scandinavian,59,0.0
white,1484,1508,-24,rapid,B18,Caro,83,1.0
black,1468,1517,-49,daily,C50,Giuoco,90,1.0
black,1475,1450,25,rapid,C50,Giuoco,232,0.0
black,1482,1433,49,rapid,C20,Kings,26,1.0
white,1475,1533,-58,rapid,D00,Queens,75,0.0
white,1483,1458,25,rapid,C41,Philidor,71,1.0
black,627,623,4,bullet,C20,Kings,192,0.0
white,635,626,9,bullet,B01,Scandinavian,129,1.0
black,627,622,5,bullet,C65,Ruy,64,0.0
black,619,628,-9,bullet,C20,Kings,76,0.0
white,611,636,-25,bullet,C25,Vienna,117,0.0
black,604,643,-39,bullet,C20,Kings,115,0.0
white,597,650,-53,bullet,A40,Queens,148,0.0
white,693,687,6,blitz,B00,Nimzowitsch,42,1.0
black,692,671,21,blitz,B30,Sicilian,17,0.5
black,684,686,-2,blitz,B40,Sicilian,212,0.0
white,692,663,29,blitz,B20,Sicilian,137,1.0
black,684,728,-44,blitz,B20,Sicilian,60,0.0
white,1492,1499,-7,rapid,D00,Queens,118,1.0
white,676,701,-25,blitz,C00,French,205,0.0
black,1468,400,1068,daily,A00,Undefined,6,1.0
white,1468,400,1068,daily,B00,Kings,8,1.0
black,1499,1463,36,rapid,C53,Giuoco,140,1.0
white,1507,1503,4,rapid,D00,Queens,110,1.0
black,683,646,37,blitz,C50,Giuoco,130,1.0
white,1468,100,1368,daily,C45,Scotch,34,1.0
white,1542,1517,25,daily,A46,Indian,173,1.0
white,675,682,-7,blitz,B12,Caro,136,0.0
black,1514,1453,61,rapid,B30,Sicilian,105,1.0
white,1522,1486,36,rapid,A40,Modern,132,1.0
black,667,691,-24,blitz,C30,Kings,98,0.0
black,1530,1526,4,rapid,A22,English,163,1.0
white,1538,1522,16,rapid,B08,Pirc,168,1.0
white,675,649,26,blitz,C11,French,43,1.0
black,666,660,6,blitz,A00,Undefined,93,0.0
black,659,698,-39,blitz,D02,Queens,76,0.0
white,589,612,-23,bullet,B01,Scandinavian,134,0.0
black,596,559,37,bullet,A43,Old,122,1.0
white,605,629,-24,bullet,D00,Queens,140,1.0
white,598,635,-37,bullet,B01,Scandinavian,76,0.0
black,590,610,-20,bullet,B00,Nimzowitsch,70,0.0
white,1548,1023,525,daily,C42,Petrovs,85,1.0
black,1552,964,588,daily,D15,Slav,86,1.0
white,1530,1558,-28,rapid,A45,Indian,117,0.0
black,1539,1549,-10,rapid,A06,Reti,53,1.0
black,598,592,6,bullet,C50,Giuoco,92,1.0
white,606,599,7,bullet,A40,Englund,28,1.0
black,598,622,-24,bullet,C57,Italian,176,0.0
